name,phone,review_count,price,food_type,rating,address,town,zip_search
12. Empire Bagels,(718) 828-45303101 Westchester AvePelham Bay,114,$,$Bagels,4.5 star rating,3101 Westchester Ave,Pelham Bay,10452
13. Broadway Bagel,(212) 662-02312658 BroadwayManhattan Valley,194,$,"$Bagels, Sandwiches, Burgers",4 star rating,2658 Broadway,Manhattan Valley,10452
14. Mott Haven Bagel & Barista Cafe,(718) 292-0600221 E 138th StMott Haven,20,,"Cafes, Bagels, Burgers",3.5 star rating,221 E 138th St,Mott Haven,10452
15. Bagels on Park,(201) 330-06253506 Park Ave,74,,"Coffee & Tea, Bagels, Sandwiches",4.5 star rating,3506 Park Ave,,10452
16. Joan’s Bagel And Deli Shop,(201) 945-4020672 Shaler Blvd,20,$,"$Bagels, Delis, Grocery",4 star rating,672 Shaler Blvd,,10452
17. J & J Bagel,(201) 941-7100576 Bergen Blvd,56,$,"$Delis, Bagels",4 star rating,576 Bergen Blvd,,10452
18. Barney Greengrass,(212) 724-4707541 Amsterdam AveUpper West Side,761,$$,"$$Specialty Food, Delis, Bagels",4 star rating,541 Amsterdam Ave,Upper West Side,10452
19. Bagels & More,(201) 886-11121040 River Rd,34,$,$Bagels,3.5 star rating,1040 River Rd,,10452
20. Bagel Tree,(646) 559-8912245 E 124th StEast Harlem,40,$,"$Bagels, Burgers, Sandwiches",3.5 star rating,245 E 124th St,East Harlem,10452
Fresh Smoothies & Cafe,(347) 918-88252450 Creston AveFordham,14,,"Cafes, Sandwiches, Juice Bars & Smoothies",3 star rating,2450 Creston Ave,Fordham,10452
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Sandwiches, Bagels, Coffee & Tea",3.5 star rating,1728 Eastchester Rd,,10452
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10452
21. New York City Bagel Coffee House,(718) 728-950029-08 23rd AveAstoria,373,$$,$$Bagels,4 star rating,29-08 23rd Ave,Astoria,10452
22. Lemoine Hot Bagels Deli,(201) 585-19882455 Lemoine Ave,30,$,$Bagels,3.5 star rating,2455 Lemoine Ave,,10452
23. Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,$,"$Bagels, Sandwiches, Coffee & Tea",3.5 star rating,1728 Eastchester Rd,,10452
24. Oh! Bagels and Cafe,(718) 539-53293430 Union StDowntown Flushing,11,$,"$Coffee & Tea, Bagels",4 star rating,3430 Union St,Downtown Flushing,10452
25. Brooklyn Bagel & Coffee Company,(718) 932-828035-09 Ditmars BlvdAstoria,431,$,"$Coffee & Tea, Bagels, Breakfast & Brunch",4 star rating,35-09 Ditmars Blvd,Astoria,10452
26. Zucker’s Bagels & Smoked Fish,(212) 874-2800273 Columbus AveUpper West Side,282,$$,"$$Sandwiches, Coffee & Tea, Bagels",2.5 star rating,273 Columbus Ave,Upper West Side,10452
27. Zabar’s,(212) 787-20002245 BroadwayUpper West Side,1020,$$,"$$Bakeries, Coffee & Tea, Bagels",4 star rating,2245 Broadway,Upper West Side,10452
28. Springtree Bagels,(201) 569-56365 W Hudson Ave,35,$,$Bagels,4 star rating,5 W Hudson Ave,,10452
29. Broad Nosh Bagels,2350 BroadwayUpper West Side,18,,Bagels,4.5 star rating,2350 Broadway,Upper West Side,10452
30. Astoria Bagel Shop & Deli,(718) 728-51692812 Ditmars BlvdAstoria,155,$,"$Delis, Bagels, Breakfast & Brunch",4 star rating,2812 Ditmars Blvd,Astoria,10452
Tris Pies,(917) 576-2863,1,,Desserts,5 star rating,,,10452
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Sandwiches, Coffee & Tea, Bagels",3.5 star rating,1728 Eastchester Rd,,10453
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10453
1. Mike’s Bagels,(212) 928-23004003 BroadwayWashington Heights,205,$,$Bagels,4 star rating,4003 Broadway,Washington Heights,10453
2. Inwood Bagels,(212) 569-7770628 W 207th StInwood,95,$,$Bagels,3.5 star rating,628 W 207th St,Inwood,10453
3. Simon’s Deli & Bagels,(718) 562-33542479 Arthur AveBelmont,32,$,"$Delis, Sandwiches, Bagels",3 star rating,2479 Arthur Ave,Belmont,10453
4. Dichter Pharmacy & Soda Shoppe,(212) 569-12304953 BroadwayInwood,46,$,"$Drugstores, Bagels",4.5 star rating,4953 Broadway,Inwood,10453
5. Cafeccino Bakery,(718) 210-0579269 W 231st StKingsbridge,24,$,"$Cafes, Bagels, Pizza",4 star rating,269 W 231st St,Kingsbridge,10453
6. Rolen Bagels,(718) 601-53573601 Riverdale AveRiverdale,37,$,$Bagels,3 star rating,3601 Riverdale Ave,Riverdale,10453
7. Lemoine Hot Bagels Deli,(201) 585-19882455 Lemoine Ave,30,$,$Bagels,3.5 star rating,2455 Lemoine Ave,,10453
8. The Chipped Cup,(212) 368-88813610 BroadwayHarlem,381,$$,"$$Coffee & Tea, Bagels",4 star rating,3610 Broadway,Harlem,10453
9. 9W Gourmet Deli,(201) 503-9000476 Sylvan Ave,29,$,"$Coffee & Tea, Bagels, Delis",3 star rating,476 Sylvan Ave,,10453
10. Perista Cafe,(646) 490-5111158 Dyckman StWashington Heights,7,,"Breakfast & Brunch, Coffee & Tea, Bagels",3 star rating,158 Dyckman St,Washington Heights,10453
There Should Always Be Cake,(855) 353-22532465 E Tremont AveWestchester Square,73,,"Custom Cakes, Macarons, Cupcakes",4 star rating,2465 E Tremont Ave,Westchester Square,10453
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Bagels, Coffee & Tea, Sandwiches",3.5 star rating,1728 Eastchester Rd,,10453
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10453
11. Bronx Gourmet Deli,(718) 561-1334921 E 180th StEast Tremont,,,"Restaurants, Coffee & Tea, Bagels",,921 E 180th St,East Tremont,10453
12. Gourmet Market and Bagel,(718) 549-10395993 BroadwayFieldston,13,$,"$Delis, Bagels, Grocery",3.5 star rating,5993 Broadway,Fieldston,10453
13. Park Terrace Deli,(212) 569-5990510 W 218th StInwood,79,$,"$Delis, Bagels",3.5 star rating,510 W 218th St,Inwood,10453
14. Brekkie Bagels,1528 Amsterdam AveHarlem,,,Bagels,,1528 Amsterdam Ave,Harlem,10453
15. Carreon’s Deli and Bakery,(917) 924-12334975 BroadwayInwood,14,$,"$Bakeries, Bagels, Delis",3 star rating,4975 Broadway,Inwood,10453
16. Ginbos Hamburger House,(347) 963-4644118 E 170th StConcourse,23,$,"$Burgers, Sandwiches, Bagels",3 star rating,118 E 170th St,Concourse,10453
17. Mister Bagel of Broadway,(718) 549-04085672 BroadwayKingsbridge,,,Bagels,,5672 Broadway,Kingsbridge,10453
18. Lehman College Harmony Café,250 W Bedford Park Blvd,3,$$$,"$$$Bagels, Coffee & Tea",4.5 star rating,250 W Bedford Park Blvd,,10453
19. Sun Bagels,(718) 519-17803405 Jerome AveNorwood,,,Bagels,,3405 Jerome Ave,Norwood,10453
"20. Stroni’s Pizza, Wings, and Things",(347) 918-9737283 E 170th StConcourse,3,,"Bagels, Pizza",2.5 star rating,283 E 170th St,Concourse,10453
There Should Always Be Cake,(855) 353-22532465 E Tremont AveWestchester Square,73,,"Macarons, Cupcakes, Custom Cakes",4 star rating,2465 E Tremont Ave,Westchester Square,10453
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Sandwiches, Bagels, Coffee & Tea",3.5 star rating,1728 Eastchester Rd,,10453
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10453
21. Chilpancingo Restaurant,(718) 944-1440366 E 204th St,9,$,"$Coffee & Tea, Mexican, Bagels",2.5 star rating,366 E 204th St,,10453
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Sandwiches, Bagels, Coffee & Tea",3.5 star rating,1728 Eastchester Rd,,10454
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10454
1. Absolute Bagels,(212) 932-20522788 BroadwayManhattan Valley,1428,$,"$Bakeries, Bagels",4.5 star rating,2788 Broadway,Manhattan Valley,10454
2. BO’s Bagels,(917) 902-8345235 W 116th StHarlem,345,$,$Bagels,4.5 star rating,235 W 116th St,Harlem,10454
3. The Bagel Shop,(212) 860-80601659 3rd AveYorkville,137,$$,$$Bagels,4 star rating,1659 3rd Ave,Yorkville,10454
4. H&H Bagels,(212) 734-74411551 2nd AveUpper East Side,826,$,"$Bagels, Breakfast & Brunch, Delis",4 star rating,1551 2nd Ave,Upper East Side,10454
5. Bagel Tree,(646) 559-8912245 E 124th StEast Harlem,40,$,"$Bagels, Burgers, Sandwiches",3.5 star rating,245 E 124th St,East Harlem,10454
6. Mott Haven Bagel & Barista Cafe,(718) 292-0600221 E 138th StMott Haven,20,,"Cafes, Bagels, Burgers",3.5 star rating,221 E 138th St,Mott Haven,10454
7. Mike’s Bagels,(212) 928-23004003 BroadwayWashington Heights,205,$,$Bagels,4 star rating,4003 Broadway,Washington Heights,10454
8. New York City Bagel Coffee House,(718) 728-950029-08 23rd AveAstoria,373,$$,$$Bagels,4 star rating,29-08 23rd Ave,Astoria,10454
9. El Barrista Cafe,(718) 413-01912154 Third AveEast Harlem,18,,"Breakfast & Brunch, Bagels, Coffee & Tea",4 star rating,2154 Third Ave,East Harlem,10454
10. Yorkville Bagel & Cafe,(212) 996-65441821 2nd AveYorkville,98,$,"$Bagels, Cafes, Juice Bars & Smoothies",4 star rating,1821 2nd Ave,Yorkville,10454
Mottley Kitchenette,(347) 879-77612430 Third Ave,1,,"Desserts, Breakfast & Brunch, Coffee & Tea",5 star rating,2430 Third Ave,,10454
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Coffee & Tea, Sandwiches, Bagels",3.5 star rating,1728 Eastchester Rd,,10454
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10454
11. Zaro’s Family Bakery,1825 Park AvenueEast Harlem,8,,"Coffee & Tea, Bakeries, Bagels",4 star rating,1825 Park Avenue,East Harlem,10454
12. Brooklyn Bagel & Coffee Company,(718) 932-828035-09 Ditmars BlvdAstoria,431,$,"$Coffee & Tea, Bagels, Breakfast & Brunch",4 star rating,35-09 Ditmars Blvd,Astoria,10454
13. Astoria Bagel Shop & Deli,(718) 728-51692812 Ditmars BlvdAstoria,155,$,"$Delis, Bagels, Breakfast & Brunch",4 star rating,2812 Ditmars Blvd,Astoria,10454
14. Bagel Bob’s on York,(212) 535-38381641 York AveYorkville,256,$,"$Bagels, Coffee & Tea, Cafes",3.5 star rating,1641 York Ave,Yorkville,10454
15. Just Bagels,(718) 328-9700527 Casanova StHunts Point,5,,Bagels,3.5 star rating,527 Casanova St,Hunts Point,10454
16. El Chevere Bakery,(212) 289-56562002 Third AveEast Harlem,16,$,"$Coffee & Tea, Bakeries, Bagels",4.5 star rating,2002 Third Ave,East Harlem,10454
17. Tal Bagels,(212) 427-6811333 E 86th StYorkville,398,$,"$Bagels, Delis",3 star rating,333 E 86th St,Yorkville,10454
18. Tal Bagels,(212) 717-20801228 Lexington AveUpper East Side,236,$$,"$$Breakfast & Brunch, Bagels, Sandwiches",3 star rating,1228 Lexington Ave,Upper East Side,10454
19. Brekkie Bagels,1528 Amsterdam AveHarlem,,,Bagels,,1528 Amsterdam Ave,Harlem,10454
20. Wu & Nussbaum,(212) 222-00402897 BroadwayMorningside Heights,48,$$,"$$Chinese, Noodles, Bagels",3.5 star rating,2897 Broadway,Morningside Heights,10454
There Should Always Be Cake,(855) 353-22532465 E Tremont AveWestchester Square,73,,"Cupcakes, Custom Cakes, Macarons",4 star rating,2465 E Tremont Ave,Westchester Square,10454
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Coffee & Tea, Bagels, Sandwiches",3.5 star rating,1728 Eastchester Rd,,10454
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10454
21. Double Dutch Espresso,(646) 429-88342194 Frederick Douglass BlvdHarlem,226,$$,"$$Bagels, Coffee & Tea, Internet Cafes",4 star rating,2194 Frederick Douglass Blvd,Harlem,10454
22. The Chipped Cup,(212) 368-88813610 BroadwayHarlem,381,$$,"$$Coffee & Tea, Bagels",4 star rating,3610 Broadway,Harlem,10454
23. Sable’s Smoked Fish,(212) 249-61771330 3rd AveUpper East Side,250,$$,"$$Seafood Markets, Sandwiches, Bagels",4 star rating,1330 3rd Ave,Upper East Side,10454
24. New York Hot & Fresh Bagels,(212) 348-43951585 3rd AveYorkville,71,$,"$Bagels, Delis",3 star rating,1585 3rd Ave,Yorkville,10454
25. Pick-A-Bagel,(212) 717-46681475 2nd AveUpper East Side,251,$,"$Bagels, Breakfast & Brunch, Sandwiches",3.5 star rating,1475 2nd Ave,Upper East Side,10454
26. Pick A Bagel,(212) 517-65901101 Lexington AveUpper East Side,282,$,"$Bagels, Breakfast & Brunch",3 star rating,1101 Lexington Ave,Upper East Side,10454
27. Bagels & Co.,(212) 717-05051428 York AveUpper East Side,48,$,"$Bakeries, Bagels, Pizza",3 star rating,1428 York Ave,Upper East Side,10454
28. Bagelberry,(718) 932-14253113 30th AveAstoria,111,$,"$Bagels, Korean, Cafes",3.5 star rating,3113 30th Ave,Astoria,10454
29. The Bagel Mill,(212) 426-08681700 1st AveYorkville,120,$,"$Bagels, Sandwiches, Coffee & Tea",2.5 star rating,1700 1st Ave,Yorkville,10454
30. Bagels & More,1585 3rd AveYorkville,27,,Bagels,3 star rating,1585 3rd Ave,Yorkville,10454
There Should Always Be Cake,(855) 353-22532465 E Tremont AveWestchester Square,73,,"Cupcakes, Custom Cakes, Macarons",4 star rating,2465 E Tremont Ave,Westchester Square,10454
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Sandwiches, Coffee & Tea, Bagels",3.5 star rating,1728 Eastchester Rd,,10455
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10455
1. Just Bagels,(718) 328-9700527 Casanova StHunts Point,5,,Bagels,3.5 star rating,527 Casanova St,Hunts Point,10455
2. BO’s Bagels,(917) 902-8345235 W 116th StHarlem,345,$,$Bagels,4.5 star rating,235 W 116th St,Harlem,10455
3. Mott Haven Bagel & Barista Cafe,(718) 292-0600221 E 138th StMott Haven,20,,"Cafes, Bagels, Burgers",3.5 star rating,221 E 138th St,Mott Haven,10455
4. Astoria Bagel Shop & Deli,(718) 728-51692812 Ditmars BlvdAstoria,155,$,"$Delis, Bagels, Breakfast & Brunch",4 star rating,2812 Ditmars Blvd,Astoria,10455
5. Mike’s Bagels,(212) 928-23004003 BroadwayWashington Heights,205,$,$Bagels,4 star rating,4003 Broadway,Washington Heights,10455
6. Bagel Tree,(646) 559-8912245 E 124th StEast Harlem,40,$,"$Bagels, Burgers, Sandwiches",3.5 star rating,245 E 124th St,East Harlem,10455
7. The Bagel Shop,(212) 860-80601659 3rd AveYorkville,137,$$,$$Bagels,4 star rating,1659 3rd Ave,Yorkville,10455
8. Yorkville Bagel & Cafe,(212) 996-65441821 2nd AveYorkville,98,$,"$Bagels, Cafes, Juice Bars & Smoothies",4 star rating,1821 2nd Ave,Yorkville,10455
9. Zaro’s Family Bakery,1825 Park AvenueEast Harlem,8,,"Coffee & Tea, Bakeries, Bagels",4 star rating,1825 Park Avenue,East Harlem,10455
10. The Bagel Mill,(212) 426-08681700 1st AveYorkville,120,$,"$Bagels, Sandwiches, Coffee & Tea",2.5 star rating,1700 1st Ave,Yorkville,10455
There Should Always Be Cake,(855) 353-22532465 E Tremont AveWestchester Square,73,,"Cupcakes, Custom Cakes, Macarons",4 star rating,2465 E Tremont Ave,Westchester Square,10455
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Coffee & Tea, Bagels, Sandwiches",3.5 star rating,1728 Eastchester Rd,,10455
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10455
11. The Chipped Cup,(212) 368-88813610 BroadwayHarlem,381,$$,"$$Coffee & Tea, Bagels",4 star rating,3610 Broadway,Harlem,10455
12. Tal Bagels,(212) 427-6811333 E 86th StYorkville,398,$,"$Bagels, Delis",3 star rating,333 E 86th St,Yorkville,10455
13. El Barrista Cafe,(718) 413-01912154 Third AveEast Harlem,18,,"Breakfast & Brunch, Bagels, Coffee & Tea",4 star rating,2154 Third Ave,East Harlem,10455
14. Bagel Bob’s on York,(212) 535-38381641 York AveYorkville,256,$,"$Bagels, Coffee & Tea, Cafes",3.5 star rating,1641 York Ave,Yorkville,10455
15. New York Hot & Fresh Bagels,(212) 348-43951585 3rd AveYorkville,71,$,"$Bagels, Delis",3 star rating,1585 3rd Ave,Yorkville,10455
16. Brekkie Bagels,1528 Amsterdam AveHarlem,,,Bagels,,1528 Amsterdam Ave,Harlem,10455
17. Tal Bagels,(212) 717-20801228 Lexington AveUpper East Side,236,$$,"$$Breakfast & Brunch, Bagels, Sandwiches",3 star rating,1228 Lexington Ave,Upper East Side,10455
18. Bagels & More,1585 3rd AveYorkville,27,,Bagels,3 star rating,1585 3rd Ave,Yorkville,10455
19. El Chevere Bakery,(212) 289-56562002 Third AveEast Harlem,16,$,"$Coffee & Tea, Bakeries, Bagels",4.5 star rating,2002 Third Ave,East Harlem,10455
20. Einstein Bros Bagels,(516) 792-3957Located in LaGuardia Airport - LGALaGuardia Airport,12,$,"$Coffee & Tea, Bagels, Sandwiches",3 star rating,,LaGuardia Airport,10455
There Should Always Be Cake,(855) 353-22532465 E Tremont AveWestchester Square,73,,"Macarons, Cupcakes, Custom Cakes",4 star rating,2465 E Tremont Ave,Westchester Square,10455
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Coffee & Tea, Bagels, Sandwiches",3.5 star rating,1728 Eastchester Rd,,10455
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10455
21. Double Dutch Espresso,(646) 429-88342194 Frederick Douglass BlvdHarlem,226,$$,"$$Bagels, Coffee & Tea, Internet Cafes",4 star rating,2194 Frederick Douglass Blvd,Harlem,10455
22. Dawa 91,(646) 833-72221748 2nd AveYorkville,29,$,"$Delis, Bagels, Grocery",3 star rating,1748 2nd Ave,Yorkville,10455
23. Bronx Gourmet Deli,(718) 561-1334921 E 180th StEast Tremont,,,"Restaurants, Coffee & Tea, Bagels",,921 E 180th St,East Tremont,10455
24. Rose & Joe’s Italian Bakery,(718) 721-94222240 31st StAstoria,198,$,"$Bakeries, Bagels, Pizza",4 star rating,2240 31st St,Astoria,10455
"25. Stroni’s Pizza, Wings, and Things",(347) 918-9737283 E 170th StConcourse,3,,"Bagels, Pizza",2.5 star rating,283 E 170th St,Concourse,10455
26. Ginbos Hamburger House,(347) 963-4644118 E 170th StConcourse,23,$,"$Burgers, Sandwiches, Bagels",3 star rating,118 E 170th St,Concourse,10455
27. Au Bon Pain Terminal C,Located in LaGuardia Airport Terminal CLaGuardia Airport,24,$,"$Bagels, Coffee & Tea",2 star rating,,LaGuardia Airport,10455
28. Russ & Daughters at the Jewish Museum - Temp. CLOSED,(212) 475-4880Located in The Jewish MuseumUpper East Side,108,$$,"$$Kosher, Bagels, Sandwiches",3.5 star rating,,Upper East Side,10455
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Bagels, Coffee & Tea, Sandwiches",3.5 star rating,1728 Eastchester Rd,,10456
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10456
1. Mike’s Bagels,(212) 928-23004003 BroadwayWashington Heights,205,$,$Bagels,4 star rating,4003 Broadway,Washington Heights,10456
2. Just Bagels,(718) 328-9700527 Casanova StHunts Point,5,,Bagels,3.5 star rating,527 Casanova St,Hunts Point,10456
3. BO’s Bagels,(917) 902-8345235 W 116th StHarlem,345,$,$Bagels,4.5 star rating,235 W 116th St,Harlem,10456
4. Mott Haven Bagel & Barista Cafe,(718) 292-0600221 E 138th StMott Haven,20,,"Cafes, Bagels, Burgers",3.5 star rating,221 E 138th St,Mott Haven,10456
5. Bagel Tree,(646) 559-8912245 E 124th StEast Harlem,40,$,"$Bagels, Burgers, Sandwiches",3.5 star rating,245 E 124th St,East Harlem,10456
6. Simon’s Deli & Bagels,(718) 562-33542479 Arthur AveBelmont,32,$,"$Delis, Sandwiches, Bagels",3 star rating,2479 Arthur Ave,Belmont,10456
7. Zaro’s Family Bakery,1825 Park AvenueEast Harlem,8,,"Coffee & Tea, Bakeries, Bagels",4 star rating,1825 Park Avenue,East Harlem,10456
8. El Barrista Cafe,(718) 413-01912154 Third AveEast Harlem,18,,"Breakfast & Brunch, Bagels, Coffee & Tea",4 star rating,2154 Third Ave,East Harlem,10456
9. The Chipped Cup,(212) 368-88813610 BroadwayHarlem,381,$$,"$$Coffee & Tea, Bagels",4 star rating,3610 Broadway,Harlem,10456
10. Bronx Gourmet Deli,(718) 561-1334921 E 180th StEast Tremont,,,"Restaurants, Coffee & Tea, Bagels",,921 E 180th St,East Tremont,10456
Fresh Smoothies & Cafe,(347) 918-88252450 Creston AveFordham,14,,"Juice Bars & Smoothies, Cafes, Sandwiches",3 star rating,2450 Creston Ave,Fordham,10456
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Bagels, Sandwiches, Coffee & Tea",3.5 star rating,1728 Eastchester Rd,,10456
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10456
11. Brekkie Bagels,1528 Amsterdam AveHarlem,,,Bagels,,1528 Amsterdam Ave,Harlem,10456
12. El Chevere Bakery,(212) 289-56562002 Third AveEast Harlem,16,$,"$Coffee & Tea, Bakeries, Bagels",4.5 star rating,2002 Third Ave,East Harlem,10456
13. Ginbos Hamburger House,(347) 963-4644118 E 170th StConcourse,23,$,"$Burgers, Sandwiches, Bagels",3 star rating,118 E 170th St,Concourse,10456
14. Perista Cafe,(646) 490-5111158 Dyckman StWashington Heights,7,,"Breakfast & Brunch, Coffee & Tea, Bagels",3 star rating,158 Dyckman St,Washington Heights,10456
15. Double Dutch Espresso,(646) 429-88342194 Frederick Douglass BlvdHarlem,226,$$,"$$Bagels, Coffee & Tea, Internet Cafes",4 star rating,2194 Frederick Douglass Blvd,Harlem,10456
"16. Stroni’s Pizza, Wings, and Things",(347) 918-9737283 E 170th StConcourse,3,,"Bagels, Pizza",2.5 star rating,283 E 170th St,Concourse,10456
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Sandwiches, Bagels, Coffee & Tea",3.5 star rating,1728 Eastchester Rd,,10456
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10456
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10457
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Sandwiches, Coffee & Tea, Bagels",3.5 star rating,1728 Eastchester Rd,,10457
1. Mike’s Bagels,(212) 928-23004003 BroadwayWashington Heights,205,$,$Bagels,4 star rating,4003 Broadway,Washington Heights,10457
2. Simon’s Deli & Bagels,(718) 562-33542479 Arthur AveBelmont,32,$,"$Delis, Sandwiches, Bagels",3 star rating,2479 Arthur Ave,Belmont,10457
3. Inwood Bagels,(212) 569-7770628 W 207th StInwood,95,$,$Bagels,3.5 star rating,628 W 207th St,Inwood,10457
4. Just Bagels,(718) 328-9700527 Casanova StHunts Point,5,,Bagels,3.5 star rating,527 Casanova St,Hunts Point,10457
5. Mott Haven Bagel & Barista Cafe,(718) 292-0600221 E 138th StMott Haven,20,,"Cafes, Bagels, Burgers",3.5 star rating,221 E 138th St,Mott Haven,10457
6. Cafeccino Bakery,(718) 210-0579269 W 231st StKingsbridge,24,$,"$Cafes, Bagels, Pizza",4 star rating,269 W 231st St,Kingsbridge,10457
7. Dichter Pharmacy & Soda Shoppe,(212) 569-12304953 BroadwayInwood,46,$,"$Drugstores, Bagels",4.5 star rating,4953 Broadway,Inwood,10457
8. Bronx Gourmet Deli,(718) 561-1334921 E 180th StEast Tremont,,,"Restaurants, Coffee & Tea, Bagels",,921 E 180th St,East Tremont,10457
9. The Chipped Cup,(212) 368-88813610 BroadwayHarlem,381,$$,"$$Coffee & Tea, Bagels",4 star rating,3610 Broadway,Harlem,10457
10. Ginbos Hamburger House,(347) 963-4644118 E 170th StConcourse,23,$,"$Burgers, Sandwiches, Bagels",3 star rating,118 E 170th St,Concourse,10457
Fresh Smoothies & Cafe,(347) 918-88252450 Creston AveFordham,14,,"Juice Bars & Smoothies, Sandwiches, Cafes",3 star rating,2450 Creston Ave,Fordham,10457
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10457
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Sandwiches, Coffee & Tea, Bagels",3.5 star rating,1728 Eastchester Rd,,10457
11. Ginbos Hamburger House,(347) 963-4644118 E 170th StConcourse,23,$,"$Burgers, Sandwiches, Bagels",3 star rating,118 E 170th St,Concourse,10457
12. Perista Cafe,(646) 490-5111158 Dyckman StWashington Heights,7,,"Breakfast & Brunch, Coffee & Tea, Bagels",3 star rating,158 Dyckman St,Washington Heights,10457
13. Carreon’s Deli and Bakery,(917) 924-12334975 BroadwayInwood,14,$,"$Bakeries, Bagels, Delis",3 star rating,4975 Broadway,Inwood,10457
14. Mister Bagel of Broadway,(718) 549-04085672 BroadwayKingsbridge,,,Bagels,,5672 Broadway,Kingsbridge,10457
15. Lehman College Harmony Café,250 W Bedford Park Blvd,3,$$$,"$$$Bagels, Coffee & Tea",4.5 star rating,250 W Bedford Park Blvd,,10457
16. Sun Bagels,(718) 519-17803405 Jerome AveNorwood,,,Bagels,,3405 Jerome Ave,Norwood,10457
"17. Stroni’s Pizza, Wings, and Things",(347) 918-9737283 E 170th StConcourse,3,,"Bagels, Pizza",2.5 star rating,283 E 170th St,Concourse,10457
18. Chilpancingo Restaurant,(718) 944-1440366 E 204th St,9,$,"$Coffee & Tea, Mexican, Bagels",2.5 star rating,366 E 204th St,,10457
19. Intersection Deli,(718) 484-18121103 Castle Hill AveUnionport,,,"Coffee & Tea, Grocery, Bagels",,1103 Castle Hill Ave,Unionport,10457
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Sandwiches, Bagels, Coffee & Tea",3.5 star rating,1728 Eastchester Rd,,10457
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10457
Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,,"Coffee & Tea, Sandwiches, Bagels",3.5 star rating,1728 Eastchester Rd,,10458
Terranova Bakery,(718) 367-6985691 E 187th StBelmont,45,,Bakeries,4.5 star rating,691 E 187th St,Belmont,10458
1. Bagels and Cream,(718) 975-51011728 Eastchester Rd,67,$,"$Bagels, Sandwiches, Coffee & Tea",3.5 star rating,1728 Eastchester Rd,,10458
2. Simon’s Deli & Bagels,(718) 562-33542479 Arthur AveBelmont,32,$,"$Delis, Sandwiches, Bagels",3 star rating,2479 Arthur Ave,Belmont,10458
3. Inwood Bagels,(212) 569-7770628 W 207th StInwood,95,$,$Bagels,3.5 star rating,628 W 207th St,Inwood,10458
4. Cafeccino Bakery,(718) 210-0579269 W 231st StKingsbridge,24,$,"$Cafes, Bagels, Pizza",4 star rating,269 W 231st St,Kingsbridge,10458
